Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,263.529999,264.350006,259.510010,264.329987,258.478088,2743800
2023-01-04,266.250000,266.549988,262.890015,264.390015,258.536835,2584100
2023-01-05,264.760010,264.760010,261.380005,262.160004,256.356201,1945600
2023-01-06,263.760010,269.890015,263.390015,269.470001,263.504333,2855400
2023-01-09,269.929993,269.950012,266.769989,267.250000,261.333496,2654600
2023-01-10,266.980011,269.100006,266.959991,268.910004,262.956757,1718400
2023-01-11,269.519989,269.739990,266.959991,268.809998,262.858948,2391400
2023-01-12,269.500000,269.920013,266.190002,266.690002,260.785889,1933000
2023-01-13,266.390015,268.950012,265.880005,268.890015,262.937195,2168900
2023-01-17,270.019989,275.390015,270.019989,274.109985,268.041595,3640200
2023-01-18,273.510010,274.369995,265.720001,266.040009,260.150299,3276500
2023-01-19,266.720001,269.140015,263.529999,263.579987,257.744720,2845400
2023-01-20,264.429993,268.649994,262.829987,268.579987,262.634033,2588600
2023-01-23,268.839996,271.170013,267.760010,269.290009,263.328339,2434000
2023-01-24,261.220001,270.160004,261.220001,269.559998,263.592346,2517100
2023-01-25,270.329987,273.070007,268.820007,273.000000,266.956177,3097400
2023-01-26,273.000000,274.750000,271.700012,274.720001,268.638123,2222500
2023-01-27,275.000000,275.309998,271.970001,272.459991,266.428131,2203200
2023-01-30,271.670013,272.570007,270.059998,270.890015,264.892944,2862400
2023-01-31,265.089996,267.510010,263.250000,267.399994,261.480164,5477900
2023-02-01,267.019989,268.459991,263.500000,266.269989,260.375183,3557700
2023-02-02,264.890015,265.980011,262.019989,263.209991,257.382935,3735600
2023-02-03,262.630005,265.220001,261.350006,264.230011,258.380371,3008500
2023-02-06,264.989990,268.200012,264.359985,267.920013,261.988647,2863900
2023-02-07,265.019989,267.769989,263.630005,267.339996,261.421478,2514000
2023-02-08,265.089996,265.890015,262.450012,262.820007,257.001556,2801800
2023-02-09,263.690002,263.950012,260.190002,260.660004,254.889359,3534600
2023-02-10,260.869995,262.690002,260.290009,262.420013,256.610413,3049900
2023-02-13,263.700012,266.790009,263.000000,266.200012,260.306732,2418300
2023-02-14,266.649994,267.519989,264.589996,266.609985,260.707611,2202100
2023-02-15,266.269989,267.679993,265.149994,266.559998,260.658783,1862000
2023-02-16,265.070007,267.709991,263.279999,265.829987,259.944885,2785400
2023-02-17,266.299988,270.000000,265.329987,269.989990,264.012817,3055600
2023-02-21,269.290009,270.239990,267.609985,268.549988,262.604675,2824300
2023-02-22,268.200012,270.480011,267.660004,268.640015,262.692749,2192000
2023-02-23,267.700012,267.869995,263.959991,266.779999,260.873901,4217000
2023-02-24,265.910004,266.279999,262.250000,263.679993,257.842529,2645300
2023-02-27,265.029999,266.299988,263.540009,264.779999,258.918152,2024800
2023-02-28,263.140015,264.579987,262.809998,263.910004,259.557465,2853400
2023-03-01,262.540009,263.529999,261.679993,262.720001,258.387054,2058900
2023-03-02,262.450012,268.459991,262.309998,267.570007,263.157104,2385900
2023-03-03,268.420013,269.380005,266.200012,269.070007,264.632385,2725800
2023-03-06,269.149994,270.779999,268.899994,270.640015,266.176483,2217600
2023-03-07,271.519989,273.149994,266.820007,267.130005,262.724335,2766600
2023-03-08,265.859985,266.160004,263.140015,265.329987,260.954010,2314000
2023-03-09,267.089996,267.609985,260.869995,261.630005,257.315033,2339300
2023-03-10,263.730011,266.579987,261.260010,262.029999,257.708435,3093100
2023-03-13,260.369995,267.399994,260.369995,263.079987,258.741089,3552400
2023-03-14,263.119995,266.940002,262.600006,265.899994,261.514618,3194400
2023-03-15,264.579987,266.410004,262.570007,266.339996,261.947357,3419400
2023-03-16,265.779999,270.679993,265.510010,270.570007,266.107605,3097900
2023-03-17,269.570007,269.970001,265.709991,267.200012,262.793182,5075300
2023-03-20,267.839996,271.380005,267.839996,270.739990,266.274780,2108900
2023-03-21,270.000000,270.869995,267.619995,270.209991,265.753540,3120100
2023-03-22,270.040009,271.980011,267.709991,267.869995,263.452118,2240800
2023-03-23,267.989990,271.480011,267.989990,269.619995,265.173279,2263800
2023-03-24,270.369995,271.829987,268.839996,271.329987,266.855072,2229200
2023-03-27,272.000000,274.950012,270.570007,273.839996,269.323700,2799100
2023-03-28,273.989990,276.220001,273.510010,275.850006,271.300537,2036000
2023-03-29,277.000000,278.149994,276.450012,277.440002,272.864288,2053400
2023-03-30,277.260010,278.399994,276.500000,277.790009,273.208557,1788800
2023-03-31,278.920013,280.640015,278.500000,279.609985,274.998505,2902500
2023-04-03,280.989990,282.869995,279.679993,282.140015,277.486786,2352700
2023-04-04,281.410004,283.420013,280.390015,282.279999,277.624481,2282300
2023-04-05,283.489990,284.980011,281.779999,282.019989,277.368774,2600800
2023-04-06,282.429993,283.489990,281.570007,282.890015,278.224426,1731000
2023-04-10,283.179993,284.170013,281.989990,283.779999,279.099731,1941800
2023-04-11,283.170013,285.540009,282.750000,284.480011,279.788208,2732900
2023-04-12,283.850006,286.790009,283.500000,285.299988,280.594666,2557400
2023-04-13,286.570007,289.540009,286.109985,289.070007,284.302521,3229300
2023-04-14,289.290009,289.940002,287.619995,288.980011,284.213989,2054700
2023-04-17,289.839996,290.510010,288.179993,289.309998,284.538513,2371000
2023-04-18,289.399994,291.190002,289.000000,290.910004,286.112152,2086700
2023-04-19,290.910004,291.600006,290.190002,291.269989,286.466217,2254000
2023-04-20,290.959991,291.670013,289.880005,291.000000,286.200684,2274200
2023-04-21,292.320007,292.529999,290.510010,292.059998,287.243164,2171200
2023-04-24,292.829987,293.429993,291.709991,293.200012,288.364380,2995200
2023-04-25,295.000000,295.000000,289.429993,291.510010,286.702271,5845200
2023-04-26,289.980011,291.500000,289.760010,289.760010,284.981110,3290000
2023-04-27,290.720001,295.049988,290.000000,294.720001,289.859314,3142300
2023-04-28,294.829987,296.179993,293.910004,295.750000,290.872345,2837200
2023-05-01,295.720001,298.799988,295.649994,297.579987,292.672119,2124400
2023-05-02,297.369995,298.459991,295.579987,298.070007,293.154083,2083800
2023-05-03,296.760010,297.260010,294.649994,295.220001,290.351044,2425500
2023-05-04,296.059998,296.309998,293.470001,295.160004,290.292084,2005300
2023-05-05,295.769989,297.019989,294.459991,296.600006,291.708344,1815400
2023-05-08,297.100006,297.369995,295.570007,296.690002,291.796814,2969600
2023-05-09,298.630005,298.859985,296.299988,296.660004,291.767334,1637500
2023-05-10,296.380005,298.000000,293.839996,296.570007,291.678802,1849300
2023-05-11,296.500000,296.940002,293.359985,294.790009,289.928162,1955100
2023-05-12,295.190002,296.429993,294.309998,296.140015,291.255890,1801700
2023-05-15,295.769989,296.640015,294.660004,295.899994,291.019836,1700500
2023-05-16,295.940002,296.190002,293.980011,294.149994,289.298706,2859500
2023-05-17,295.519989,295.519989,292.649994,293.459991,288.620087,2802100
2023-05-18,293.250000,294.429993,291.130005,294.049988,289.200348,2410700
2023-05-19,293.839996,296.000000,292.470001,295.549988,290.675629,2371200
2023-05-22,295.549988,296.640015,289.140015,289.350006,284.577911,2514700
2023-05-23,288.149994,288.500000,285.440002,286.369995,281.647003,2943900
2023-05-24,286.450012,287.119995,284.579987,285.920013,281.204468,2262100
2023-05-25,286.790009,286.910004,284.709991,285.519989,280.811035,2748100
2023-05-26,285.679993,288.750000,285.679993,286.040009,281.322479,2148200
2023-05-30,283.929993,286.350006,283.679993,284.920013,280.220947,3385200
2023-05-31,284.880005,285.700012,283.350006,285.109985,280.407776,3104900
2023-06-01,284.920013,288.040009,283.600006,287.869995,283.122253,2605300
2023-06-02,286.700012,290.200012,286.140015,289.910004,286.642151,2869000
2023-06-05,290.000000,290.500000,288.029999,288.429993,285.178833,1974500
2023-06-06,289.859985,290.230011,281.980011,284.540009,281.332703,2771500
2023-06-07,284.450012,284.739990,281.309998,281.899994,278.722443,3614800
2023-06-08,280.970001,286.059998,280.000000,285.779999,282.558716,3043700
2023-06-09,285.519989,287.279999,284.739990,286.790009,283.557343,1975900
2023-06-12,288.160004,288.750000,286.500000,288.570007,285.317261,1885000
2023-06-13,288.500000,289.690002,287.549988,288.549988,285.297455,2027800
2023-06-14,288.100006,289.559998,287.309998,288.440002,285.188751,1964500
2023-06-15,289.649994,293.480011,288.260010,292.609985,289.311707,2619200
2023-06-16,294.510010,296.570007,293.140015,293.700012,290.389465,4890400
2023-06-20,293.649994,297.179993,292.679993,293.040009,289.736877,2729800
2023-06-21,293.320007,295.160004,292.809998,294.519989,291.200165,2837100
2023-06-22,294.619995,295.079987,291.519989,293.299988,289.993927,1799400
2023-06-23,291.350006,292.450012,289.640015,289.910004,286.642151,3720600
2023-06-26,289.640015,289.750000,287.070007,289.089996,285.831390,1851800
2023-06-27,290.309998,292.489990,289.649994,291.299988,288.016449,1815000
2023-06-28,291.450012,291.820007,289.049988,291.739990,288.451508,1666500
2023-06-29,291.549988,294.660004,290.209991,294.470001,291.150757,1744000
2023-06-30,295.140015,299.100006,294.890015,298.410004,295.046326,2644700
2023-07-03,297.790009,298.399994,294.799988,294.839996,291.516571,1601300
2023-07-05,295.109985,297.309998,294.589996,296.899994,293.553345,2356000
2023-07-06,295.320007,296.579987,293.440002,294.920013,291.595703,2569600
2023-07-07,293.720001,294.359985,291.549988,292.100006,288.807465,2586500
2023-07-10,292.399994,295.619995,292.329987,294.489990,291.170502,1703700
2023-07-11,295.290009,295.500000,291.769989,294.739990,291.417725,1529600
2023-07-12,296.829987,297.100006,295.200012,295.609985,292.277893,2156000
2023-07-13,295.390015,296.660004,295.010010,295.220001,291.892273,1656900
2023-07-14,295.250000,296.049988,294.010010,294.940002,291.615479,1550000
2023-07-17,295.079987,296.859985,294.549988,294.679993,291.358368,1669900
2023-07-18,294.470001,295.750000,292.459991,293.820007,290.508087,1991600
2023-07-19,295.000000,295.399994,293.220001,294.130005,290.814575,1969200
2023-07-20,294.309998,297.559998,294.109985,297.130005,293.780792,2104300
2023-07-21,297.660004,299.350006,295.320007,295.609985,292.277893,2834100
2023-07-24,296.000000,296.950012,294.859985,295.309998,291.981293,2034400
2023-07-25,294.200012,294.929993,291.649994,292.359985,289.064545,2780600
2023-07-26,292.250000,292.579987,289.500000,291.750000,288.461426,2896900
2023-07-27,292.000000,298.899994,291.510010,295.190002,291.862640,4698300
2023-07-28,295.799988,297.700012,292.950012,294.029999,290.715698,2843000
2023-07-31,293.609985,294.239990,290.049988,293.200012,289.895081,3296000
2023-08-01,293.000000,293.910004,290.250000,291.070007,287.789093,1916200
2023-08-02,290.260010,293.450012,289.380005,289.619995,286.355438,2388300
2023-08-03,288.799988,291.269989,288.649994,291.019989,287.739624,1910700
2023-08-04,292.410004,292.820007,286.760010,287.019989,283.784698,2517300
2023-08-07,287.880005,291.399994,287.859985,291.399994,288.115356,2176800
2023-08-08,291.049988,291.600006,288.540009,289.579987,286.315857,1948400
2023-08-09,289.000000,289.720001,287.880005,288.230011,284.981079,1895800
2023-08-10,288.809998,290.369995,286.779999,287.600006,284.358215,2436300
2023-08-11,287.250000,288.959991,286.760010,288.619995,285.366699,1760900
2023-08-14,288.790009,289.850006,287.619995,288.809998,285.554565,1712400
2023-08-15,287.950012,289.079987,287.119995,288.299988,285.050293,1883800
2023-08-16,287.570007,288.880005,285.029999,285.399994,282.182983,1829400
2023-08-17,286.149994,286.540009,281.779999,281.859985,278.682892,2148400
2023-08-18,281.720001,283.739990,280.299988,281.739990,278.564240,2624500
2023-08-21,281.700012,282.290009,278.679993,280.040009,276.883392,2682600
2023-08-22,280.760010,280.820007,279.089996,280.309998,277.150360,2052300
2023-08-23,282.019989,283.149994,280.649994,281.869995,278.692780,2308800
2023-08-24,281.739990,284.750000,281.739990,282.350006,279.167389,2006400
2023-08-25,284.760010,286.140015,283.510010,284.579987,281.372223,3725200
2023-08-28,284.579987,286.200012,283.510010,283.679993,280.482391,2317600
2023-08-29,283.950012,284.570007,280.429993,283.589996,280.393372,2348500
2023-08-30,283.799988,285.980011,283.290009,284.239990,281.036041,2410700
2023-08-31,283.209991,283.799988,280.880005,281.149994,279.475403,2979800
2023-09-01,282.540009,283.140015,279.130005,280.940002,279.266663,2136400
2023-09-05,281.000000,281.640015,279.059998,279.160004,277.497284,2410300
2023-09-06,278.000000,278.649994,275.000000,275.440002,273.799438,2705800
2023-09-07,277.250000,278.989990,276.100006,278.329987,276.672211,3732800
2023-09-08,278.079987,280.350006,277.850006,279.220001,277.556915,2351300
2023-09-11,279.690002,280.130005,278.559998,279.760010,278.093719,2433200
2023-09-12,279.489990,281.500000,277.690002,280.709991,279.038025,1450200
2023-09-13,281.670013,282.890015,280.609985,281.769989,280.091705,1724300
2023-09-14,283.329987,285.600006,282.570007,284.760010,283.063934,2219700
2023-09-15,283.859985,283.859985,277.730011,278.230011,276.572815,5720400
2023-09-18,278.720001,280.269989,276.929993,277.720001,276.065857,2884800
2023-09-19,276.440002,278.260010,276.440002,278.130005,276.473419,2128100
2023-09-20,278.739990,280.269989,277.140015,277.200012,275.548950,1979300
2023-09-21,276.940002,277.190002,271.019989,271.220001,269.604553,2370100
