Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,65.612801,66.424667,65.214676,66.338799,66.139229,8204933
2023-01-04,68.410004,70.199997,66.750000,70.199997,69.988808,16784600
2023-01-05,69.900002,71.550003,69.000000,71.290001,71.075539,12770200
2023-01-06,72.010002,72.330002,70.750000,71.940002,71.723572,10389500
2023-01-09,72.000000,73.910004,71.959999,72.669998,72.451378,7572900
2023-01-10,72.199997,75.370003,72.199997,75.269997,75.043556,9255500
2023-01-11,75.820000,77.699997,75.510002,77.690002,77.456284,10159300
2023-01-12,77.879997,79.209999,77.290001,78.860001,78.622757,11498700
2023-01-13,78.779999,80.599998,78.500000,80.199997,79.958725,11048200
2023-01-17,79.919998,80.660004,79.760002,80.489998,80.247856,8492200
2023-01-18,80.940002,81.180000,79.139999,79.269997,79.031517,7834300
2023-01-19,77.940002,78.750000,76.669998,76.860001,76.628777,10411700
2023-01-20,77.589996,77.750000,75.669998,77.680000,77.446312,8261300
2023-01-23,77.610001,80.019997,77.540001,79.769997,79.530022,10957500
2023-01-24,78.000000,80.849998,77.470001,80.699997,80.457222,13381800
2023-01-25,79.779999,81.349998,79.430000,80.790001,80.546951,8501500
2023-01-26,81.480003,81.580002,80.120003,81.139999,80.895905,6511200
2023-01-27,81.000000,83.989998,80.900002,83.230003,82.979622,7789500
2023-01-30,82.410004,82.750000,80.669998,80.830002,80.586830,5726900
2023-01-31,80.449997,80.910004,79.470001,80.480003,80.237892,6883500
2023-02-01,80.269997,82.470001,80.010002,82.320000,82.072357,7272300
2023-02-02,82.190002,84.029999,81.900002,83.940002,83.687477,8293000
2023-02-03,83.510002,83.690002,81.820000,81.959999,81.713432,5778200
2023-02-06,81.470001,82.440002,81.239998,82.349998,82.102257,4329700
2023-02-07,81.980003,82.370003,80.540001,82.110001,81.862976,4702300
2023-02-08,81.690002,82.599998,81.300003,81.959999,81.713432,3407400
2023-02-09,82.339996,82.629997,80.440002,80.790001,80.546951,3861400
2023-02-10,80.809998,81.349998,80.400002,81.290001,81.045456,3490100
2023-02-13,81.199997,82.919998,81.080002,82.680000,82.431267,4081600
2023-02-14,82.129997,83.809998,81.959999,83.540001,83.288681,5368500
2023-02-15,82.610001,84.790001,82.440002,84.769997,84.514977,5830500
2023-02-16,83.610001,84.540001,82.980003,84.050003,83.797150,4505900
2023-02-17,83.589996,83.820000,82.230003,83.040001,82.790184,4424200
2023-02-21,82.139999,83.379997,81.809998,82.260002,82.012527,4071800
2023-02-22,82.160004,84.330002,82.099998,83.190002,82.939743,8642500
2023-02-23,83.489998,84.410004,81.900002,82.940002,82.690491,8077200
2023-02-24,81.760002,83.779999,81.650002,83.550003,83.298653,6946800
2023-02-27,84.000000,84.860001,83.489998,83.839996,83.587776,6390500
2023-02-28,83.620003,85.650002,83.459999,84.709999,84.455154,9131000
2023-03-01,84.660004,85.360001,83.750000,84.139999,83.886871,5996000
2023-03-02,83.599998,85.730003,83.379997,85.720001,85.462120,6820700
2023-03-03,85.900002,87.040001,85.150002,86.379997,86.120132,7676600
2023-03-06,86.639999,87.820000,86.470001,87.059998,86.878548,6451800
2023-03-07,86.959999,87.580002,86.099998,86.389999,86.209946,6898200
2023-03-08,86.769997,87.410004,86.070000,86.980003,86.798721,6063900
2023-03-09,89.959999,94.940002,89.769997,91.559998,91.369164,28592300
2023-03-10,91.900002,94.199997,90.790001,91.000000,90.810341,18477800
2023-03-13,89.699997,90.730003,87.660004,88.970001,88.784576,11334000
2023-03-14,91.169998,93.080002,90.199997,91.169998,90.979988,11347500
2023-03-15,88.989998,89.760002,86.449997,89.760002,89.572929,12057300
2023-03-16,89.400002,92.099998,88.570000,91.970001,91.778328,8127600
2023-03-17,91.790001,91.830002,89.349998,90.290001,90.101822,10188100
2023-03-20,90.629997,91.230003,89.410004,89.919998,89.732590,6947600
2023-03-21,90.980003,93.040001,90.959999,92.180000,91.987877,6826800
2023-03-22,92.489998,92.599998,89.550003,89.589996,89.403282,7011000
2023-03-23,90.629997,92.949997,90.529999,91.589996,91.399101,8647000
2023-03-24,90.570000,92.349998,90.320000,91.370003,91.179573,6658400
2023-03-27,92.279999,93.639999,92.110001,93.309998,93.115524,6005200
2023-03-28,93.339996,93.739998,92.559998,93.139999,92.945877,4008900
2023-03-29,93.970001,94.419998,93.669998,94.059998,93.863960,4918000
2023-03-30,93.949997,94.309998,93.559998,94.050003,93.853989,5285800
2023-03-31,94.529999,95.669998,94.309998,95.599998,95.400749,7380200
2023-04-03,95.750000,96.940002,95.360001,96.919998,96.718002,4947700
2023-04-04,96.959999,97.870003,94.669998,95.050003,94.851898,6827600
2023-04-05,94.980003,95.320000,93.660004,94.250000,94.053566,8493400
2023-04-06,94.120003,94.389999,93.540001,93.599998,93.404922,6404900
2023-04-10,93.830002,94.989998,93.610001,94.360001,94.163330,5985500
2023-04-11,94.510002,94.959999,93.879997,93.910004,93.714279,5317700
2023-04-12,94.260002,94.669998,93.809998,94.099998,93.903885,6997700
